5.87314;3.0326;0.0289531;-3.81752;11.8076;-1.10053;-9.1132;4.61178;4.20445
1.72e-85;8.8022e-85;-9.19999e-86;-1.50506e-85;-3.78578e-85;-4.5412e-86;5.95558e-86;-2.25449e-85;2.00258e-85
-10.737;-1.04909;-3.79916;-13.56;9.58246;-2.04556;-12.1076;6.13988;-1.39709
-3.30847;10.6101;14.0644;-0.378445;15.2889;11.3072;0.545154;18.6503;11.4656
7.19551e-35;3.79226e-35;4.82228e-35;-6.12789e-35;2.92946e-35;-3.2309e-35;-1.29831e-35;-4.27607e-35;-1.23279e-35
4.79189e-06;1.60471e-05;-5.72633e-06;0.000159298;7.43641e-05;-4.26998e-05;-1.05385e-05;6.9098e-05;-3.57977e-05
-1.49051e-73;-2.59797e-73;9.67803e-74;9.70257e-75;9.36006e-74;-1.70211e-74;6.84484e-74;1.09265e-73;-4.24818e-74
1.08543e-76;2.5633e-76;-9.63516e-77;-3.23516e-76;-8.02189e-76;1.26678e-76;1.39378e-76;3.61418e-76;-5.21483e-77
-2.84766;27.4637;4.10056;-4.33989;23.6336;3.53533;-5.80286;24.7677;3.83246
-0.419953;1.17071;1.54018;-4.24155;9.94827;0.284335;-5.28169;10.3514;-0.337621
-3.01113;24.8798;4.02619;-4.73876;22.7681;3.60639;-4.68317;24.8182;3.30978
-0.0377988;15.3079;-7.94312;-4.85389;13.3338;-11.5708;-4.37631;17.5708;-8.11638
-8.23528;1.37373;-4.76689;4.53248;-1.42107;1.22232;1.32224;1.96478;0.461083
6.88144;21.6973;2.98124;10.0695;35.364;4.63416;12.9359;37.1519;-3.06695
0.658779;0.4489;0.234127;0.370305;0.148002;0.117268;0.368754;0.320416;0.164798
-2.38479;14.9852;0.316074;2.99096;8.23675;7.48301;-0.261882;2.01193;2.63173
-2.79042;12.763;-1.17596;3.62436;11.5269;-7.15047;8.75426;35.4192;-13.0034
-1.82774;6.6774;7.21703;-3.89156;13.1728;12.2973;-2.40712;12.4623;14.0077
2.97274;12.5061;-4.10048;6.26367;11.9213;-6.93145;6.13493;15.3695;-4.32467
1.74427;10.1344;2.69442;-1.18813;19.2501;-0.438188;-6.43145;7.90351;5.83661
-4.94628;8.97487;0.895054;-3.89041;5.64355;-0.95087;-11.4597;11.5848;-5.11928
7.01034e-34;9.13878e-34;4.67486e-34;-4.61213e-34;-3.48457e-34;8.16644e-36;1.14177e-34;1.41572e-34;-1.31793e-34
10.8258;27.1114;-6.20099;6.09151;27.5323;-6.19567;11.1126;23.7091;-2.33532
1.13216e-77;2.28185e-77;9.26385e-78;1.15152e-77;2.9719e-77;3.9768e-78;-3.23183e-77;-7.29363e-77;-1.3469e-77
-3.97235;6.48094;-0.856231;-2.53349;12.0933;-5.25914;3.151;6.71153;7.50231
-4.64509;17.4769;-0.585739;-8.17736;11.8074;0.783154;-4.78697;16.7159;-4.20006
8.25844e-70;7.34565e-70;2.80185e-70;-2.54111e-69;-1.19774e-69;-9.48644e-70;2.37515e-69;8.3351e-70;9.4268e-70
0.000440129;0.000220956;-1.75696e-05;0.000269349;0.000209601;-0.000140325;0.000146535;0.000121113;-5.18515e-05
3.19748;8.68274;1.12792;1.92653;12.3452;3.23972;5.46032;15.0286;3.53912
2.70289;23.4621;-4.99681;2.75388;27.7821;-5.57384;-0.593994;24.9616;-6.73159
4.2406;12.5503;2.15936;4.57203;18.3712;-0.50144;2.49021;9.009;4.76751
2.72383;7.83632;0.0245295;2.54148;5.75037;2.54676;9.06607;10.0001;-0.57153
-3.48028;8.5409;-0.627107;2.73931;3.769;-2.9055;4.1005;10.0092;-3.02615
-9.33691;4.25579;3.78113;-5.3497;-3.36511;-2.66702;2.72946;3.02898;1.34117
11.331;15.08;3.74242;20.8181;6.58915;-4.48908;4.21014;3.58089;4.81664
2.49683;33.3234;-6.53533;-3.16824;32.4047;-3.9697;0.150892;28.8627;-6.62819
-4.33393;18.7091;-6.14128;-5.43669;21.0251;-6.71299;-6.20605;19.5231;-5.42263
-12.7792;7.15587;-2.24598;-10.9394;13.7409;-0.320442;-14.1627;4.60208;-0.972959
-1.81677;18.5264;-2.49333;-10.4519;9.93123;-3.86166;-7.34884;5.38589;-2.49758
0.023539;0.00753382;-0.00723956;0.00917059;0.000285104;0.00311944;0.025371;0.00290059;0.00768323
-1.08077;9.20777;2.10317;-10.2755;5.62698;-4.03031;-4.88584;18.0636;-4.02183
-4.89564;2.54741;-3.26942;-3.35838;-1.37692;-5.06966;2.17293;-2.13345;2.57499
-2.22211;3.1165;1.70761;-1.75946;0.66409;-1.44246;-0.0126356;10.0874;-0.12668
-0.7398;10.7531;-0.372567;-0.628971;7.97255;-2.04464;-3.22736;4.59666;-3.61951
-3.04763;5.45035;-1.19498;-10.0593;6.94882;-1.86521;-5.14055;8.13302;0.195727
-15.7163;13.0638;-0.180408;-12.0876;9.30171;1.89051;-11.9896;11.062;-2.73307
1.59146;4.33422;-2.12116;2.61719;9.76574;1.52137;-1.91656;0.617192;-0.977527
-10.8495;8.51647;-2.28844;1.0588;9.64997;-0.562928;-7.40965;5.88124;-2.00132
4.39309;3.66474;-1.04169;2.83213;10.6871;-1.89406;2.1485;9.85589;0.761276
5.05695;-0.996923;0.944127;2.85166;2.05351;0.140379;-5.83733;5.61812;3.60717
3.45741;6.95418;-2.43427;-6.01472;9.56821;-3.38831;-4.98585;5.8394;-1.38323
-1.76865;8.87959;-4.25307;3.33417;9.54314;-0.633938;-2.76253;-1.99736;-0.428166
-3.25172;3.6727;-6.7527;-12.731;9.81712;-0.362374;-14.7756;1.44612;0.662117
-11.7517;5.80095;2.05653;-7.41661;11.5383;-2.16717;-9.26931;6.66351;-1.21236
-11.6939;0.769959;-2.17231;-6.2796;6.5311;-1.8282;-6.66899;8.51897;-1.46639
-6.54524;7.53596;1.08448;-3.57564;7.24829;-0.782818;4.49128;10.8617;-4.6722
-1.42866;7.61734;-4.9869;4.09862;6.80778;-2.57127;-14.4983;5.1101;-1.21271
1.05114;5.11248;2.95461;1.31015;4.81015;0.760125;3.86536;9.3214;-4.19036
4.95038;10.2158;-0.924934;4.87778;7.42226;-0.156948;-4.66505;6.50096;-1.64432
1.82005;5.70704;-0.27136;2.54766;9.57464;-1.82018;3.69733;6.75911;-1.00111
-7.62608;4.21134;-3.16107;-2.2251;10.7516;-3.32574;-10.5003;3.25306;-0.676779
-13.6927;5.65585;0.924793;-8.67424;6.27669;-0.593583;-3.22275;18.7229;3.43652
1.08301;6.03874;2.50045;1.01362;1.71611;2.12297;-0.474161;7.69011;-2.95723
0.588702;3.11094;2.70162;-1.61787;3.43152;-0.176912;0.945666;12.6531;-0.630688
5.12624;7.68217;-4.21994;-0.396407;3.97083;-1.51268;2.21585;6.68724;-4.27947
2.48748;9.28554;-4.35674;0.872236;9.26865;-2.15284;-3.76979;1.94847;1.1051
-0.877227;7.10068;-0.918876;2.76309;2.10413;-4.54254;0.0467622;5.98767;-6.49948
-6.2165;2.94014;-0.0433882;2.33029;8.63007;0.485533;3.82843;3.0292;-1.65105
7.2891;4.5723;-0.681425;-0.894787;7.08449;-3.4611;1.13868;10.0952;-2.15724
3.6266;4.40408;-5.15979;3.32563;5.12468;-0.245661;4.10296;5.12314;0.000297083
-2.04571;4.5417;-4.5026;1.91184;7.92244;-4.23512;-1.98541;6.59902;0.592511
2.74176;3.37727;-0.233663;6.86235;8.76845;-3.36719;0.344752;5.58922;-1.08901
2.75445;6.19237;-2.66193;-0.123323;2.06807;-4.26656;1.56452;6.49902;-1.3388
