65.8731;-8.66723;-16.0441
-22.0884;-154.713;38.1552
-218.317;43.3139;804.157
-176.742;-251.824;-225.52
205.735;198.462;307.599
33.5056;-34.0172;-1.04994
5.07103;350.325;-274.558
-9.42039;8.5893;23.4376
26.9817;-150.395;144.67
38.2713;-44.5753;-95.2106
-30.9609;-134.471;61.55
46.9253;10.9825;106.165
-197.917;-365.548;622.693
307.422;2500.42;982.372
-93.5589;-368.234;11.6136
-169.791;-42.3148;-29.3855
-101.558;-181.73;6.17527
57.2569;-3.40641;137.653
-25.1996;-83.9923;-0.335825
-49.0803;-94.2245;6.03859
-26.9394;-164.32;-12.8045
-266.109;-353.453;-278.691
11.0143;12.9626;-13.2965
-27.5178;-981.872;305.992
-2.59249;27.9289;3.1693
-27.2283;-0.452098;-7.28918
-16.7904;-9.85976;-11.8092
24.8599;-140.714;14.1072
-148.337;-496.365;75.0748
-63.9596;-165.057;13.015
-175.991;-458.237;-111.828
-48.5507;-157.245;26.159
19.3467;6.6479;-10.6247
-36.8974;-256.007;80.0246
-1.06827;11.9255;-18.0798
35.3708;-33.8828;46.7748
47.8038;-9.96372;96.7543
-55.0811;-336.664;63.4249
-1.04018;-3.32253;-5.73437
-53.2658;-107.731;66.7487
-8.49107;-36.3498;-19.1662
5.33527;-148.658;26.8684
-29.2166;-137.912;20.3363
-75.9609;-123.614;33.5229
-15.6794;-5.85648;-12.2756
0;0;0
46.2111;-28.2775;53.729
-42.6718;-69.486;19.2274
-29.5611;-144.8;31.2399
-55.5403;-76.2161;11.4414
27.1659;0.0175278;-13.2981
5.10686;18.7284;-21.3167
-209.662;-172.554;71.8263
10.3487;-79.8451;-13.7639
7.08492;17.3565;-16.8317
77.5781;427.711;-51.7326
21.958;-122.198;21.0064
-46.4477;-79.3705;11.9302
-35.7396;41.4299;-34.5447
58.9504;-18.0804;-10.7659
-24.0335;7.44662;21.4119
10.5262;147.068;25.263
-25.0695;0.330702;-1.83351
-1.42134;-0.96155;-1.17488
-9.40685;3.65766;10.0768
7.89883;-8.86903;-16.2335
-4.63449;4.36096;-23.8247
27.0085;-36.3043;-6.08736
-24.5039;-8.58433;39.775
-44.2797;-178.272;35.564
12.8079;-30.4795;-1.3125
2.34962;30.0948;2.41743
4.18967;14.3899;-8.49101
-8.00068;25.6183;0.632918
10.5818;2.48849;-14.9766
55.7275;-3.97193;8.56325
2.96626;-0.336887;-4.34337
1.40176;24.6946;0.294294
-3.47465;19.8148;-7.26615
8.52151;1.93911;-19.9361
-6.99221;35.5363;-1.90453
-15.2864;20.4293;-6.42982
4.05222;10.95;-12.8991
2.33971;5.48544;-4.23691
1.88309;-388.887;-2.17491
0;0;0
0;0;0
0;0;0
-5.77945;2.4275;-4.17572
2.14928;25.66;-4.49724
