0
0
-1.98411e-08
-4.38676e-08
0
0
1.96164e-08
-4.16909e-08
0
0
-1.26977e-08
-1.62932e-08
3.5637e-11
-1.53635e-08
2.48739e-10
-4.15644e-08
1.31073e-08
-1.75957e-08
